,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
46,46,"Welcome Back, Kotter",1975–1979,,30min,Comedy,"Gabe Kaplan,Alan Sacks,Peter Meyerson","Gabe Kaplan,Ron Palillo,John Travolta",A compassionate teacher returns to his inner city high school of his youth to teach a new generation of trouble making kids.,7.0,https://imdb.com/video/vi1106886425?playlistId=tt0072582&ref_=tt_ov_vi,6.969644708376287,,teach youth inner city high school compassionate teacher returns trouble making kids new generation welcome back kotter na gabekaplan alansacks petermeyerson gabekaplan ronpalillo johntravolta comedy
47,47,MacGyver,1985–1992,English,48min,"Action,Adventure,Crime,Drama",Lee David Zlotoff,"Richard Dean Anderson,Dana Elcar,Bruce McGill",The adventures of a secret Agent armed with almost infinite scientific resourcefulness.,7.7,https://imdb.com/video/vi2062662169?playlistId=tt0088559&ref_=tt_ov_vi,7.6699065136363,,almost infinite scientific resourcefulness secret agent armed adventures macgyver english leedavidzlotoff richarddeananderson danaelcar brucemcgill action adventure crime drama
48,48,Batman,1966–1968,English,25min,"Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi","Lorenzo Semple Jr.,William Dozier","Adam West,Burt Ward,Alan Napier",The Caped Crusader and his young ward battle evildoers in Gotham City.,7.5,https://imdb.com/video/vi464764185?playlistId=tt0059968&ref_=tt_ov_vi,7.45751295362729,,gotham city young ward battle evildoers caped crusader batman english lorenzosemplejr. williamdozier adamwest burtward alannapier action adventure comedy crime fantasy sci-fi
49,49,Calls,2021– ,English,12min,"Drama,Horror,Mystery,Thriller",Fede Alvarez,"Aubrey Plaza,Clancy Brown,Nika Futterman","Told through a series of interconnected phone conversation, it chronicles the mysterious story of a group of strangers whose lives are thrown into disarray in the lead-up to an apocalyptic event.",7.8,https://imdb.com/video/vi3500195865?playlistId=tt9327706&ref_=tt_ov_vi,7.508723943868373,"<a href=""https://www.apple.com/tv-pr/originals/calls/"">Official site</a>",series strangers whose lives disarray apocalyptic event mysterious story chronicles group interconnected phone conversation lead told thrown calls english fedealvarez aubreyplaza clancybrown nikafutterman drama horror mystery thriller
50,50,The One,2021– ,"English,Portuguese",,"Crime,Drama,Sci-Fi,Thriller","Hannah Ware,Dimitri Leonidas,Diarmaid Murtagh",,"Love -- and lies -- spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service.",6.6,https://imdb.com/video/vi3753361433?playlistId=tt13879466&ref_=tt_ov_vi,6.6272135361623015,"<a href=""https://www.netflix.com/title/80199029"">Netflix Site</a>",way love -- dna researcher helps discover creates bold new matchmaking service lies spiral perfect partner find one english portuguese hannahware dimitrileonidas diarmaidmurtagh na crime drama sci-fi thriller
51,51,Heartbeat,1992–2010,English,50min,"Drama,Comedy,Crime","William Simons,Derek Fowlds,Tricia Penrose",,"The 1960s lives and adventures of the police constabulary, medical staff, and residents of Ashfordly and Aidensfield.",6.7,https://imdb.com/video/vi2959186201?playlistId=tt0101114&ref_=tt_ov_vi,6.743295843569271,"<a href=""http://www.itv.com/hub/heartbeat/Ya0757"">Official site</a>, <a href=""https://tv.nrk.no/serie/med-hjartet-paa-rette-staden"">Official site NRK (Norway)</a>",1960s lives police constabulary aidensfield adventures residents ashfordly medical staff heartbeat english williamsimons derekfowlds triciapenrose na drama comedy crime
52,52,Zoo,2015–2017,English,42min,"Drama,Mystery,Sci-Fi,Thriller","Josh Appelbaum,André Nemec,Jeff Pinkner","James Wolk,Kristen Connolly,Nonso Anozie",A young scientist searches to find out what's causing a rash of violent animal attacks.,6.8,https://imdb.com/video/vi1587001625?playlistId=tt3250026&ref_=tt_ov_vi,6.802039182773992,,young scientist searches causing violent animal attacks rash find zoo english joshappelbaum andrénemec jeffpinkner jameswolk kristenconnolly nonsoanozie drama mystery sci-fi thriller
53,53,Thunder in My Heart,2021– ,Swedish,,Drama,"Amy Deasismont,Alexander Abdallah,Julia Lyskova Juhlin",,"A group of young friends as they come of age and strive to meet the unexpected demands of adult life while coming to terms with their own identities, pasts, and passions.",7.8,,7.797249095011275,,identities passions terms young friends strive group age pasts meet adult life coming come unexpected demands thunder heart swedish amydeasismont alexanderabdallah julialyskovajuhlin na drama
54,54,Saikojiman Gwaenchanha,2020,Korean,1h 10min,"Comedy,Drama,Romance","Kim Soo-hyun,Seo Ye-Ji,Oh Jeong-Se",,An extraordinary road to emotional healing opens up for an selfish antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,8.8,https://imdb.com/video/vi1947319833?playlistId=tt12451520&ref_=tt_ov_vi,8.621504402701678,"<a href=""https://www.netflix.com/title/81243992"">Netflix</a>, <a href=""http://program.tving.com/tvn/tvnpsycho"">Official Site (South Korea)</a>",emotional healing opens extraordinary road book writer cross paths selfless psych ward caretaker selfish antisocial children saikojiman gwaenchanha korean kimsoo-hyun seoye-ji ohjeong-se na comedy drama romance
55,55,Snabba Cash,2021– ,Swedish,,"Action,Crime,Drama,Thriller","Evin Ahmad,Alexander Abdallah,Ayaan Ahmed",,"The entrepreneurial jet set as well as the criminal world is more brutal, chaotic and ruthless than ever. When these two worlds collide, loyalty, friendships and business partners will all be tested in the never-ending quest for easy money.",7.6,https://imdb.com/video/vi3114909721?playlistId=tt10540276&ref_=tt_ov_vi,7.462154577588056,"<a href=""https://www.netflix.com/title/81128450"">Netflix Site</a>",two worlds collide loyalty easy money never ending quest tested friendships chaotic business partners criminal world brutal entrepreneurial jet set ever ruthless well snabba cash swedish evinahmad alexanderabdallah ayaanahmed na action crime drama thriller
56,56,Counterpart,2017–2019,"German,English",1h,"Drama,Sci-Fi,Thriller",Justin Marks,"J.K. Simmons,Olivia Williams,Harry Lloyd","A hapless UN employee discovers that the agency he works for is hiding a gateway to a parallel dimension that's in a cold war with our own, and where his other self is a top spy. The war slowly heats up thanks to spies from both sides.",8.1,https://imdb.com/video/vi486455321?playlistId=tt4643084&ref_=tt_ov_vi,8.032407940684527,"<a href=""https://www.starz.com/series/counterpart/featured"">Official site</a>",parallel dimension war slowly heats hapless un employee discovers hiding self thanks sides spies works gateway top spy agency cold counterpart german english justinmarks j.k.simmons oliviawilliams harrylloyd drama sci-fi thriller
57,57,Coronation Street,1960– ,English,30min,"Drama,Romance",Tony Warren,"William Roache,Helen Worth,Sally Dynevor","The world's longest-running television soap, Coronation Street focuses on the everyday lives of working class people in Manchester, England.",5.6,https://imdb.com/video/vi2995297817?playlistId=tt0053494&ref_=tt_ov_vi,5.855160787084762,"<a href=""http://www.itv.com/coronationstreet"">ITV (United Kingdom)</a>, <a href=""http://www.itv.com/coronationstreet"">official website</a>",manchester working class people longest coronation street focuses england everyday lives running television soap world coronation street english tonywarren williamroache helenworth sallydynevor drama romance
58,58,Alone,2015– ,English,44min,"Documentary,Reality-TV","Nicole Apelian,Dan,David",,"Ten survival ""experts"" attempt to survive alone. The winner receives $500,000.",8.4,https://imdb.com/video/vi1679014681?playlistId=tt4803766&ref_=tt_ov_vi,7.985206726251839,,ten survival attempt 000 winner receives experts survive alone 500 alone english nicoleapelian dan david na documentary reality-tv
59,59,Mirzapur,2018– ,Hindi,1h,"Action,Crime,Drama,Thriller","Puneet Krishna,Karan Anshuman","Pankaj Tripathi,Ali Fazal,Divyendu Sharma",A shocking incident at a wedding procession ignites a series of events entangling the lives of two families in the lawless city of Mirzapur.,8.4,https://imdb.com/video/vi595902745?playlistId=tt6473300&ref_=tt_ov_vi,8.365137443544324,"<a href=""https://www.primevideo.com/?ref_=dvm_pds_amz_in_as_s_g_primed1c_198882621099_m_Elxwk1RY-dc_s_"">Amazon PrimeVideo</a>, <a href=""https://www.primevideo.com/region/eu/detail/0PDOKMV9CRLOMO5EUKNCUJLG4Q/ref_=dvm_pds_gen_in_as_s_gt_top1000dsad6%7Cc_373003790133_m_pAec9xcy-dc_s_"">Amazon PrimeVideo</a>",series two families mirzapur wedding procession ignites shocking incident events entangling lives lawless city mirzapur hindi puneetkrishna karananshuman pankajtripathi alifazal divyendusharma action crime drama thriller
60,60,Creepshow,2019– ,,44min,"Fantasy,Horror,Mystery","Kara Kimmer,Carey Jones,Adrienne Barbeau",,The fictional Creepshow comic books come to life in this anthology series of terrifying tales hosted by the silent Creepshow ghoul.,7.1,https://imdb.com/video/vi480231449?playlistId=tt8762206&ref_=tt_ov_vi,7.044760154618388,,terrifying tales hosted anthology series fictional creepshow comic books come life silent ghoul creepshow na karakimmer careyjones adriennebarbeau na fantasy horror mystery
61,61,Emergency!,1972–1979,,1h,"Action,Adventure,Comedy,Drama","Robert A. Cinader,Harold Jack Bloom","Randolph Mantooth,Kevin Tighe,Julie London","The crew of Los Angeles County Fire Department Station 51, particularly the paramedic team, and Rampart Hospital respond to emergencies in their operating area.",7.8,https://imdb.com/video/vi2880094489?playlistId=tt0068067&ref_=tt_ov_vi,7.563681690308304,,particularly emergencies crew los angeles county fire department station 51 operating area paramedic team rampart hospital respond emergency na roberta.cinader haroldjackbloom randolphmantooth kevintighe julielondon action adventure comedy drama
62,62,Sweet Home,2020– ,Korean,52min,"Drama,Fantasy,Horror,Thriller","Song Kang,Lee Jin-Wook,Lee Si-young",,"Hyun, a loner high school student who lost his entire family in a terrible accident, is forced to leave his home and has to face a new reality where monsters are trying to wipe out all of humanity. Now he must fight against all odds to try and race against the clock to save what is left of the human race before it's too late.",7.4,https://imdb.com/video/vi2032320793?playlistId=tt11612120&ref_=tt_ov_vi,7.34492578636346,"<a href=""https://www.netflix.com/title/81061734"">Netflix Site</a>",monsters left hyun humanity odds human race forced late wipe leave trying clock new reality face save terrible accident lost must fight home loner high school student entire family try sweet home korean songkang leejin-wook leesi-young na drama fantasy horror thriller
63,63,12 Monkeys,2015–2018,"English,French,German,Chechen,Japanese,Czech",42min,"Adventure,Drama,Mystery,Sci-Fi,Thriller","Travis Fickett,Terry Matalas","Aaron Stanford,Amanda Schull,Noah Bean",Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will nearly destroy the human race.,7.7,https://imdb.com/video/vi3788486937?playlistId=tt3148266&ref_=tt_ov_vi,7.674076511746744,"<a href=""https://www.hulu.com/series/12-monkeys-e725ccb8-f4f9-4184-b983-5c01d1d200ce"">Hulu</a>, <a href=""https://www.facebook.com/Syfy12Monkeys/"">Official Facebook</a>",nearly destroy time traveler apocalyptic future journey appears present day mission source deadly plague human race post locate follows eradicate 12 monkeys english french german chechen japanese czech travisfickett terrymatalas aaronstanford amandaschull noahbean adventure drama mystery sci-fi thriller
64,64,Doctor Doctor,2016–2021,English,50min,"Comedy,Drama","Ian Collie,Alan Harris,Tony McNamara","Rodger Corser,Nicole da Silva,Ryan Johnson",A rising heart surgeon's life takes a turn he never expected and soon everything comes crashing down. He soon finds himself a former big city doctor turned small town doctor.,7.9,https://imdb.com/video/vi2924394521?playlistId=tt6015808&ref_=tt_ov_vi,7.50500370246686,"<a href=""https://twitter.com/9DoctorDoctor"">Twitter account</a>",soon everything comes crashing turn life takes former big city doctor turned small town never expected rising heart surgeon finds doctor doctor english iancollie alanharris tonymcnamara rodgercorser nicoledasilva ryanjohnson comedy drama
65,65,Yasuke,2021– ,"Japanese,English",30min,"Animation,Action,Adventure,Drama,Fantasy,Thriller",Lesean Thomas,"LaKeith Stanfield,Maya Tanida,William Christopher Stephens","He came from Africa and fought alongside a mighty feudal lord in brutal 16th century Japan. They called him the Black Samurai, and he became a legend.",6.3,https://imdb.com/video/vi1592442905?playlistId=tt9310330&ref_=tt_ov_vi,6.451633251876958,"<a href=""https://www.netflix.com/title/80990863/"">Official Netflix</a>",black samurai came mighty feudal lord became fought alongside called brutal 16th century japan legend africa yasuke japanese english leseanthomas lakeithstanfield mayatanida williamchristopherstephens animation action adventure drama fantasy thriller
